0.1, -0.04, -0.497778
0.2, -0.0796431, -0.491114
0.3, -0.118568, -0.48002
0.4, -0.156402, -0.464514
0.5, -0.192761, -0.444624
0.6, -0.227238, -0.420394
0.7, -0.259402, -0.391883
0.8, -0.288788, -0.359177
0.9, -0.314897, -0.322395
1, -0.337183, -0.281699
1.1, -0.355052, -0.237313
1.2, -0.367856, -0.189541
1.3, -0.374892, -0.138797
1.4, -0.375408, -0.0856395
1.5, -0.368618, -0.0308151
1.6, -0.353735, 0.0246858
1.7, -0.330037, 0.0795715
1.8, -0.296967, 0.132198
1.9, -0.254291, 0.180547
2, -0.2023, 0.222284
2.1, -0.14203, 0.254923
2.2, -0.0754094, 0.276165
2.3, -0.00521767, 0.284327
2.4, 0.0652261, 0.278753
2.5, 0.132581, 0.259977
2.6, 0.194009, 0.22958
2.7, 0.247499, 0.189788
2.8, 0.291924, 0.143047
2.9, 0.326909, 0.0916786
3, 0.352613, 0.0377079
3.1, 0.369531, -0.0172024
3.2, 0.378339, -0.071735
3.3, 0.379785, -0.124872
3.4, 0.374627, -0.175837
3.5, 0.363596, -0.224046
3.6, 0.34738, -0.269059
3.7, 0.326613, -0.310549
3.8, 0.301881, -0.348268
3.9, 0.273724, -0.382036
4, 0.242637, -0.411714
4.1, 0.20908, -0.4372
4.2, 0.173481, -0.458419
4.3, 0.136246, -0.475312
4.4, 0.0977583, -0.487836
4.5, 0.0583888, -0.495959
4.6, 0.0184983, -0.499658
4.7, -0.0215566, -0.498915
4.8, -0.0614192, -0.49372
4.9, -0.100728, -0.484071
5, -0.13911, -0.469973
5.1, -0.17618, -0.451439
5.2, -0.21153, -0.428498
5.3, -0.244725, -0.401194
5.4, -0.275301, -0.369594
5.5, -0.302752, -0.3338
5.6, -0.326527, -0.293952
5.7, -0.346024, -0.250253
5.8, -0.360584, -0.202984
5.9, -0.369489, -0.152531
6, -0.371966, -0.0994254
6.1, -0.367203, -0.0443839
6.2, -0.354377, 0.0116322
6.3, -0.332717, 0.0673584
6.4, -0.301607, 0.121171
6.5, -0.260738, 0.171064
6.6, -0.210316, 0.214688
6.7, -0.151286, 0.249526
6.8, -0.0854905, 0.273205
6.9, -0.015646, 0.283944
7, 0.0549545, 0.280965
7.1, 0.122953, 0.264681
7.2, 0.185455, 0.236566
7.3, 0.240371, 0.198774
7.4, 0.286485, 0.153704
7.5, 0.323337, 0.103663
7.6, 0.351011, 0.0506808
7.7, 0.369942, -0.00356417
7.8, 0.380755, -0.0577309
7.9, 0.384161, -0.110775
8, 0.380888, -0.161892
8.1, 0.371645, -0.210473
8.2, 0.357102, -0.256051
8.3, 0.337883, -0.298277
8.4, 0.314563, -0.336882
8.5, 0.287673, -0.371665
8.6, 0.257704, -0.40247
8.7, 0.225113, -0.429178
8.8, 0.190323, -0.451696
8.9, 0.153738, -0.469953
9, 0.11574, -0.48389
9.1, 0.0766978, -0.493462
9.2, 0.0369713, -0.498631
9.3, -0.00308389, -0.499368
9.4, -0.0431115, -0.49565
9.5, -0.0827502, -0.48746
9.6, -0.121628, -0.474788
9.7, -0.159358, -0.457636
9.8, -0.195532, -0.436016
9.9, -0.229715, -0.409955
10, -0.261439, -0.379505
10.1, -0.290194, -0.344747
10.2, -0.315426, -0.305803
10.3, -0.336525, -0.262851
10.4, -0.352821, -0.216149
10.5, -0.363583, -0.166056
10.6, -0.368019, -0.113074
10.7, -0.365289, -0.0578902
10.8, -0.354537, -0.00143507
10.9, -0.334945, 0.0550558
11, -0.305838, 0.109983
11.1, -0.266832, 0.16135
11.2, -0.218048, 0.206804
11.3, -0.160338, 0.243792
11.4, -0.0954561, 0.269877
11.5, -0.0260532, 0.283179
11.6, 0.0446084, 0.282799
11.7, 0.113158, 0.269029
11.8, 0.17665, 0.243235
11.9, 0.232917, 0.207492
12, 0.280657, 0.164154
12.1, 0.319325, 0.115509
12.2, 0.348932, 0.0635869
12.3, 0.369849, 0.0100809
12.4, 0.382653, -0.0436462
12.5, 0.388014, -0.0965243
12.6, 0.38663, -0.147725
12.7, 0.379188, -0.19661
12.8, 0.366338, -0.242692
12.9, 0.348692, -0.285596
13, 0.326815, -0.325035
13.1, 0.301229, -0.360785
13.2, 0.27242, -0.392675
13.3, 0.240838, -0.420567
13.4, 0.206905, -0.444355
13.5, 0.17102, -0.46395
13.6, 0.133564, -0.479281
13.7, 0.0949019, -0.490289
13.8, 0.0553936, -0.496922
13.9, 0.0153929, -0.499138
14, -0.0247451, -0.496901
14.1, -0.0646599, -0.490181
14.2, -0.10398, -0.478954
14.3, -0.142319, -0.463207
14.4, -0.179269, -0.442936
14.5, -0.214392, -0.418155
14.6, -0.24722, -0.388897
14.7, -0.277241, -0.355223
14.8, -0.303895, -0.317235
14.9, -0.326567, -0.275089
15, -0.344577, -0.229017
15.1, -0.357182, -0.179352
15.2, -0.363571, -0.126567
15.3, -0.362879, -0.0713158
15.4, -0.354216, -0.0144984
15.5, -0.336719, 0.0426806
15.6, -0.309654, 0.0986467
15.7, -0.272564, 0.15142
15.8, -0.225485, 0.198642
15.9, -0.169172, 0.237731
16, -0.105293, 0.266186
16.1, -0.0364254, 0.282033
16.2, 0.0342016, 0.284253
16.3, 0.103209, 0.273014
16.4, 0.167605, 0.249576
16.5, 0.225147, 0.215931
16.6, 0.274448, 0.174384
16.7, 0.31488, 0.1272
16.8, 0.346379, 0.0764086
16.9, 0.369254, 0.0237144
17, 0.38403, -0.0295
17.1, 0.391338, -0.0821406
17.2, 0.391845, -0.133354
17.3, 0.386213, -0.182478
17.4, 0.375075, -0.229
17.5, 0.359026, -0.272524
17.6, 0.338621, -0.312742
17.7, 0.314375, -0.349411
17.8, 0.286764, -0.382342
17.9, 0.256235, -0.411381
18, 0.223205, -0.436405
18.1, 0.188069, -0.457312
18.2, 0.151205, -0.474016
18.3, 0.112976, -0.486444
18.4, 0.0737401, -0.494532
18.5, 0.0338484, -0.498225
18.6, -0.00634523, -0.497472
18.7, -0.0464816, -0.49223
18.8, -0.0861908, -0.482463
18.9, -0.125086, -0.468143
19, -0.16276, -0.449251
19.1, -0.198777, -0.425783
19.2, -0.232664, -0.397756
19.3, -0.26391, -0.365212
19.4, -0.29195, -0.328232
19.5, -0.316164, -0.28695
19.6, -0.335864, -0.241571
19.7, -0.350295, -0.192403
19.8, -0.358628, -0.139885
19.9, -0.359975, -0.0846423
20, -0.353413, -0.0275399
20.1, -0.338035, 0.0302494
20.2, -0.313049, 0.087179
20.3, -0.277927, 0.141286
20.4, -0.232616, 0.190213
20.5, -0.177778, 0.23135
